object_name    obs_date             freq  file_name                             comment
J2344-3333     2022-12-02     7616000000  J2344-3333_X_2022_12_02_pet_map.fits  distance = 8.1
J2108-3106     2021-09-21     7616000000  J2108-3106_X_2021_09_21_pet_map.fits  distance = 24.1
J1510-2951     2019-08-08     7624000000  J1510-2951_X_2019_08_08_pet_map.fits  distance = 5.8
J1936-0021     2016-01-07     7624000000  J1936-0021_X_2016_01_07_pet_map.fits  distance = 7.1
J0402-2835     2020-09-24(2)  7624000000  J0402-2835_X_2020_09_24_pet_map.fits  distance = 59.0
J0612+2129     2012-09-11     8313865000  J0612+2129_X_2012_09_11_pet_map.fits  distance = 4.0
J1709-3525     2008-01-23     8646224375  J1709-3525_X_2008_01_23_ojh_map.fits  distance = 5.8
J0726-3732     2019-07-26     7624000000  J0726-3732_X_2019_07_26_pet_map.fits  distance = 5.0
J0158+5624     2021-09-27     7616000000  J0158+5624_X_2021_09_27_pet_map.fits  distance = 4.5
J0408-2813     2020-09-24(2)  7624000000  J0408-2813_X_2020_09_24_pet_map.fits  distance = 5.1
J2010-1948     2020-10-04     7624000000  J2010-1948_X_2020_10_04_pet_map.fits  distance = 5.0
J0032-0851     2016-07-25     7624000000  J0032-0851_X_2016_07_25_pet_map.fits  distance = 4.1
J2146+5703     1994-08-12     8336896250  J2146+5703_X_1994_08_12_yyk_map.fits  distance = 142.4
J1225+3914     2014-05-31     8667875000  J1225+3914_X_2014_05_31_pus_map.fits  distance = 40.0
J2238+6804     2012-12-05     8642240000  J2238+6804_X_2012_12_05_pet_map.fits  distance = 15.3
J1235-2515     2013-04-22     7639968750  J1235-2515_X_2013_04_22_pet_map.fits  distance = 4.1
J0617-3634     2002-05-14     8645724375  J0617-3634_X_2002_05_14_yyk_map.fits  snr = 8.7
J0617-3634     2002-01-31     8645724375  J0617-3634_X_2002_01_31_yyk_map.fits  distance = 127.0
J0441-3351     2021-09-21     7616000000  J0441-3351_X_2021_09_21_pet_map.fits  distance = 9.5
J0749+5750     1994-08-12     8336896250  J0749+5750_X_1994_08_12_yyk_map.fits  distance = 103.0
J1248-1959     2018-07-27     8652000000  J1248-1959_X_2018_07_27_pet_map.fits  distance = 6.3
J1209+433A     2017-05-01     8667875000  J1209+433A_X_2017_05_01_pus_map.fits  distance = 131.5
J1831+2907     2014-01-04     8652000000  J1831+2907_X_2014_01_04_pet_map.fits  distance = 46.0
J1302-3130     2013-04-22     7639968750  J1302-3130_X_2013_04_22_pet_map.fits  distance = 7.3
J1337-1811     2014-02-18     7624000000  J1337-1811_X_2014_02_18_pet_map.fits  distance = 4.5
J2010-0944     2019-07-27     7624000000  J2010-0944_X_2019_07_27_pet_map.fits  distance = 6.3
J2030-1439     2018-05-30     7624000000  J2030-1439_X_2018_05_30_pet_map.fits  distance = 4.0
J1012-3304     2014-01-07     7624000000  J1012-3304_X_2014_01_07_pet_map.fits  distance = 5.0
J2159-2417     2022-07-12     7616000000  J2159-2417_X_2022_07_12_pet_map.fits  distance = 7.3
J0832+2636     2021-10-18     7616000000  J0832+2636_X_2021_10_18_pet_map.fits  distance = 4.5
J0412-4604     2015-06-11     7624000000  J0412-4604_X_2015_06_11_pet_map.fits  distance = 6.1
J1850-0345     2010-04-15     8313865000  J1850-0345_X_2010_04_15_pet_map.fits  distance = 8.1
J1139-3748     2020-09-25     7624000000  J1139-3748_X_2020_09_25_pet_map.fits  distance = 6.0
J0943-7620     2010-03-11     8349937500  J0943-7620_X_2010_03_11_dew_map.fits  distance = 5.0
J1725+7726     2006-02-16     8642240000  J1725+7726_X_2006_02_16_pet_map.fits  distance = 6.0
J0303-5234     2018-05-28     7624000000  J0303-5234_X_2018_05_28_pet_map.fits  distance = 5.4
J0330+3639     1996-06-07     8338302500  J0330+3639_X_1996_06_07_yyk_map.fits  snr = 4.2
J0908-2035     2016-05-27     7624000000  J0908-2035_X_2016_05_27_pet_map.fits  distance = 4.0
J0304-1126     2016-07-29     7624000000  J0304-1126_X_2016_07_29_pet_map.fits  distance = 188.7
J1754+3446     2018-12-01     7624000000  J1754+3446_X_2018_12_01_pet_map.fits  distance = 5.8
J1422-0537     2022-07-03     7616000000  J1422-0537_X_2022_07_03_pet_map.fits  distance = 6.1
J2325-0344     2013-08-01     7624000000  J2325-0344_X_2013_08_01_pet_map.fits  distance = 21.0
J1115-0723     2020-10-02     7624000000  J1115-0723_X_2020_10_02_pet_map.fits  distance = 5.0
J1701-2954     2011-08-30(2)  8354990000  J1701-2954_X_2011_08_30_pet_map.fits  distance = 5.4
J1848-4230     2018-11-16     7624000000  J1848-4230_X_2018_11_16_pet_map.fits  distance = 12.1
J2359-1041     2021-09-27     7616000000  J2359-1041_X_2021_09_27_pet_map.fits  distance = 19.4
J0347-1743     2015-10-30     7624000000  J0347-1743_X_2015_10_30_pet_map.fits  distance = 54.6
J1144-0829     2022-11-22     7616000000  J1144-0829_X_2022_11_22_pet_map.fits  distance = 7.1
J1941+1210     2014-01-29     7624000000  J1941+1210_X_2014_01_29_pet_map.fits  distance = 127.3
J0955+6940     2010-12-12     8639990000  J0955+6940_X_2010_12_12_pet_map.fits  distance = 4.1
J0737+5941     1994-08-12     8336896250  J0737+5941_X_1994_08_12_yyk_map.fits  distance = 134.8
J2213-2754     2016-01-07     7624000000  J2213-2754_X_2016_01_07_pet_map.fits  distance = 7.1
J1451+1343     1996-01-02     8336896250  J1451+1343_X_1996_01_02_yyk_map.fits  distance = 98.5
J1631-2817     2013-07-08     7624000000  J1631-2817_X_2013_07_08_pet_map.fits  distance = 4.0
J0211-2618     2021-09-21     7616000000  J0211-2618_X_2021_09_21_pet_map.fits  distance = 128.1
J1714-2648     2019-08-08     7624000000  J1714-2648_X_2019_08_08_pet_map.fits  distance = 4.1
J1308+6544     2016-04-18(3)  7624000000  J1308+6544_X_2016_04_18_pet_map.fits  distance = 3430.0
J1201-0617     2022-11-22     7616000000  J1201-0617_X_2022_11_22_pet_map.fits  distance = 5.4
J1638+0449     2014-02-17     7624000000  J1638+0449_X_2014_02_17_pet_map.fits  distance = 5.4
J1844-4022     2015-12-27(2)  7624000000  J1844-4022_X_2015_12_27_pet_map.fits  distance = 5.0
J0757-2546     2021-09-27     7616000000  J0757-2546_X_2021_09_27_pet_map.fits  distance = 6.7
