object_name    obs_date             freq  file_name                             comment
J1323-4452     2002-05-14     2301974375  J1323-4452_S_2002_05_14_yyk_map.fits  distance = 5.0
J1323-4452     2017-06-10     2291875000  J1323-4452_S_2017_06_10_pus_map.fits  distance = 5.1
J0032+1953     1996-01-02     2266896250  J0032+1953_S_1996_01_02_yyk_map.fits  distance = 9.5
J0032+1953     1996-03-13     2266896250  J0032+1953_S_1996_03_13_yyk_map.fits  distance = 12.5
J1752-3001     2018-05-07     2252000000  J1752-3001_S_2018_05_07_pet_map.fits  distance = 6.0
J1755+1820     2002-01-31     2301974375  J1755+1820_S_2002_01_31_yyk_map.fits  distance = 5.8
J0011-2612     2017-08-12     2291875000  J0011-2612_S_2017_08_12_pus_map.fits  distance = 157.5
J1420+1703     1996-01-02     2266896250  J1420+1703_S_1996_01_02_yyk_map.fits  distance = 173.4
J0658+6920     2002-05-14     2301974375  J0658+6920_S_2002_05_14_yyk_map.fits  distance = 139.1
J0449-3911     2002-05-14     2301974375  J0449-3911_S_2002_05_14_yyk_map.fits  distance = 4.0
J0449-3911     2014-05-31     2291875000  J0449-3911_S_2014_05_31_pus_map.fits  distance = 4.1
J0045-3705     2017-10-21     2291875000  J0045-3705_S_2017_10_21_pus_map.fits  distance = 6.1
J1256+5652     1994-08-12     2266896250  J1256+5652_S_1994_08_12_yyk_map.fits  snr = 6.2
J1819-2036     2015-01-23     2276000000  J1819-2036_S_2015_01_23_pet_map.fits  distance = 4.5
J1705+5109     1994-08-12     2266896250  J1705+5109_S_1994_08_12_yyk_map.fits  distance = 161.5
J1520+5635     1994-08-12     2266896250  J1520+5635_S_1994_08_12_yyk_map.fits  distance = 96.4
J2302-3718     2017-04-28     2291875000  J2302-3718_S_2017_04_28_pus_map.fits  distance = 11.2
J2302-3718     2017-09-26     2291875000  J2302-3718_S_2017_09_26_pus_map.fits  distance = 5.0
J2302-3718     2018-04-08     2252000000  J2302-3718_S_2018_04_08_pet_map.fits  distance = 8.9
J1155+8157     2020-03-02     2284000000  J1155+8157_S_2020_03_02_pet_map.fits  distance = 6.3
J0918+0946     1995-07-15     2266896250  J0918+0946_S_1995_07_15_yyk_map.fits  distance = 172.6
