object_name    obs_date              freq  file_name                             comment
J1010+4159     2016-08-19     4.344e+09    J1010+4159_C_2016_08_19_pet_map.fits  distance = 5.0
J1155-3630     2021-10-11     4.352e+09    J1155-3630_C_2021_10_11_pet_map.fits  distance = 13.9
J0726-3732     2019-07-26     4.344e+09    J0726-3732_C_2019_07_26_pet_map.fits  distance = 5.4
J1402-3334     2020-11-14     4.344e+09    J1402-3334_C_2020_11_14_pet_map.fits  distance = 4.1
J1953+7650     2016-07-17     4.344e+09    J1953+7650_C_2016_07_17_pet_map.fits  distance = 6.3
J1523-1208     2019-11-11     4.344e+09    J1523-1208_C_2019_11_11_pet_map.fits  distance = 4.1
J1404-2535     2022-03-22     4.352e+09    J1404-2535_C_2022_03_22_pet_map.fits  distance = 5.0
J1253-3912     2020-11-14     4.344e+09    J1253-3912_C_2020_11_14_pet_map.fits  distance = 4.0
J0406+5243     2022-07-31(2)  4.352e+09    J0406+5243_C_2022_07_31_pet_map.fits  distance = 7.0
J2312+0902     2021-10-30     4.352e+09    J2312+0902_C_2021_10_30_pet_map.fits  distance = 5.1
J2341+5949     2016-05-30     4.344e+09    J2341+5949_C_2016_05_30_pet_map.fits  distance = 4.0
J1801-2056     2014-02-17     4.344e+09    J1801-2056_C_2014_02_17_pet_map.fits  distance = 4.1
J2119-3439     2021-09-21     4.352e+09    J2119-3439_C_2021_09_21_pet_map.fits  distance = 9.8
J1233-3742     2016-06-28     4.344e+09    J1233-3742_C_2016_06_28_pet_map.fits  distance = 6.0
J2259+5911     2016-01-03     4.344e+09    J2259+5911_C_2016_01_03_pet_map.fits  distance = 6.7
J1800+1106     2022-06-26     4.352e+09    J1800+1106_C_2022_06_26_pet_map.fits  distance = 5.4
J1820-3932     2020-12-03     4.344e+09    J1820-3932_C_2020_12_03_pet_map.fits  distance = 4.1
J2203-0021     2021-11-21     4.352e+09    J2203-0021_C_2021_11_21_pet_map.fits  distance = 8.9
J2203-0021     2022-12-02     4.352e+09    J2203-0021_C_2022_12_02_pet_map.fits  distance = 5.7
J1605-3622     2022-01-19     4.352e+09    J1605-3622_C_2022_01_19_pet_map.fits  distance = 282.2
J2034-3549     2014-02-03     4.344e+09    J2034-3549_C_2014_02_03_pet_map.fits  distance = 5.1
J2020-2434     2022-08-02     4.352e+09    J2020-2434_C_2022_08_02_pet_map.fits  distance = 10.0
J0507-3624     2016-08-23     4.344e+09    J0507-3624_C_2016_08_23_pet_map.fits  distance = 30.8
J1347-3111     2022-11-22     4.352e+09    J1347-3111_C_2022_11_22_pet_map.fits  distance = 5.0
J1410-3305     2020-11-14     4.344e+09    J1410-3305_C_2020_11_14_pet_map.fits  distance = 10.3
J1441+1055     2022-07-03     4.352e+09    J1441+1055_C_2022_07_03_pet_map.fits  distance = 5.8
J0303-5234     2018-05-28     4.344e+09    J0303-5234_C_2018_05_28_pet_map.fits  distance = 9.0
